,batter_name,pitcher_name,avg_ev,avg_la
458927,Zach McKinstry,Zac Gallen,84.55795988052702,12.280401544794405
727620,Harold Castro,Shane McClanahan,84.43849623929569,7.332082686169102
732223,Rodolfo Castro,Hunter Greene,84.40607033953839,13.29229895193302
741252,Vaughn Grissom,Patrick Corbin,84.36066535620012,8.111767500715743
742813,Luke Maile,Luis Castillo,84.28155880308636,19.789491828556486
732228,Tucupita Marcano,Hunter Greene,84.25590476309837,7.451217213866034
730721,Jose Iglesias,Blake Snell,84.23960679373077,5.313032035749488
471677,Kris Bryant,Blake Snell,84.22260254849786,14.620816694550912
732209,Jason Delay,Hunter Greene,84.22023981016626,12.400139020211652
743123,Trent Grisham,German Marquez,84.19602317890212,12.83422456498315
725613,Yonathan Daza,Blake Snell,84.19510039202984,2.540832872202875
688106,Greg Allen,Hunter Greene,84.12972183646994,6.068134636582118
340784,Harrison Bader,Alek Manoah,84.09869540684483,20.13486606347529
729515,Omar Narvaez,Marcus Stroman,84.02943833398447,17.36995587484576
731640,Ryan McKenna,Corey Kluber,83.98479973236634,17.952479332994614
412503,Michael Perez,Hunter Greene,83.9452331618106,9.793163460773023
727926,Tucker Barnhart,Shane McClanahan,83.92511283806594,9.088687043145784
735598,Garrett Hampson,Blake Snell,83.69683466576886,7.391266837532168
742664,Harrison Bader,Logan Webb,83.62686098929093,19.415171947838168
741000,Owen Miller,Luis Castillo,83.59311023468572,3.338693104407584
742819,Steven Kwan,Luis Castillo,83.58998382048543,9.117038301200962
742244,Jose Altuve,Dylan Cease,83.53899024587214,16.000540276507685
727306,Nicky Lopez,Pablo Lopez,83.46755480492324,5.264058515920413
725147,Sam Haggerty,Shane Bieber,83.41761933446809,12.08390238308598
735605,Brian Serven,Blake Snell,83.36141077039966,14.60136335094458
738490,Tomas Nido,Sandy Alcantara,83.07930497697716,6.944445103033112
731967,Tony Kemp,Shohei Ohtani,82.97417308703321,11.760568595331648
616035,Albert Almora Jr.,Mitch Keller,82.83721601931279,5.973201858254455
642981,Andrew Velazquez,Kyle Muller,82.49439177999182,7.156652317972483
731952,Ernie Clement,Shohei Ohtani,82.41435248123528,12.347009098827698
732847,Alejo Lopez,Mitch Keller,82.32849890307364,10.699940779472724
731857,David Fletcher,Kyle Muller,81.77903102044232,12.950655528609966
735363,Geraldo Perdomo,Julio Urias,81.52929473768576,8.26960659174734
734433,Garrett Stubbs,Jacob deGrom,81.49581607582485,11.262684854517763
698565,Luke Williams,Max Scherzer,81.4907894226563,16.759112554799273
500520,Jose Herrera,Julio Urias,81.35629480262847,-0.8596711115746168
742740,Austin Hedges,Luis Castillo,81.32864418768708,13.726926556427207
735765,Hanser Alberto,Zac Gallen,81.32234632157441,10.92609772670288
658191,Ernie Clement,Luis Castillo,80.8398072455595,11.418124061655343
731965,Nick Allen,Shohei Ohtani,80.80191267654533,6.667681757952703
722597,TJ Friedl,Mitch Keller,80.67138895418191,15.606767958982381
732480,Bubba Thompson,Aaron Nola,78.19183424726099,-2.476276989314374
728411,Tyler Heineman,Hunter Greene,77.85487002787521,16.303151883760872
146360,Tyler Heineman,Miles Mikolas,75.76630030889143,14.058853667033993
359346,Tyler Wade,Kyle Muller,75.61162099666987,8.033202374578956
