,batter_name,batter_team,pitcher_name,avg_ev,avg_la
748778,Jose Ramirez,CLE,Logan Gilbert,83.89250536668354,21.81750311854926
738644,Zach McKinstry,CHC,Brandon Woodruff,83.84941287553073,13.426005446166736
474859,Odubel Herrera,PHI,Nathan Eovaldi,83.79389861200497,1.0244737213782025
694060,Greg Allen,PIT,Nick Lodolo,83.76538367935305,5.724609029475734
748769,Myles Straw,CLE,Logan Gilbert,83.75288769742481,11.31950097814717
740251,Reese McGuire,BOS,Dean Kremer,83.68927283150444,11.649721041352544
738791,Jose Barrero,CIN,Rich Hill,83.67254716884001,26.797184715134357
731567,Yonathan Daza,COL,Michael Wacha,83.66919465247236,0.2664786981794875
477631,Kris Bryant,COL,Michael Wacha,83.63776112654588,16.40693206886917
737594,Ryan McKenna,BAL,Chris Sale,83.59689757231813,16.014216398376956
747267,Marcell Ozuna,ATL,Josiah Gray,83.56498070561186,5.265141239832844
706851,Charlie Blackmon,COL,Michael Wacha,83.5497765534494,10.111675489951926
740696,Gilberto Celestino,MIN,Jordan Lyles,83.45558429067216,-2.527249472518349
704519,Luke Williams,MIA,Tylor Megill,83.44790327540328,13.548991545020959
738163,Jason Delay,PIT,Nick Lodolo,83.44355240431571,12.184854692182364
737921,Tony Kemp,OAK,Patrick Sandoval,83.36302317073243,9.896017631270858
744444,Tomas Nido,NYM,Edward Cabrera,83.35074737073846,6.84284820647419
629636,Ezequiel Duran,TEX,Zack Wheeler,83.31858631276737,8.831181643908916
621989,Albert Almora Jr.,CIN,Rich Hill,83.29161679465668,4.823113015897943
741559,Brian Serven,COL,Michael Wacha,83.29098369858431,14.621123833965076
741312,Sergio Alcantara,ARI,Clayton Kershaw,83.19963114613658,15.695602481357012
748191,Aledmys Diaz,HOU,Lucas Giolito,83.19789717065278,17.517276366129412
738177,Rodolfo Castro,PIT,Nick Lodolo,83.19327820508657,12.984852947470252
748773,Steven Kwan,CLE,Logan Gilbert,83.18321850565086,11.783473760314589
748041,Martin Maldonado,HOU,Lucas Giolito,83.16621989459581,16.399779482372853
744456,Starling Marte,NYM,Edward Cabrera,83.11683298751224,2.909803466235582
731101,Sam Haggerty,SEA,Aaron Civale,83.01140552995392,12.605193193902872
746954,Owen Miller,CLE,Logan Gilbert,82.83437503456827,0.8724755514108816
418457,Michael Perez,PIT,Nick Lodolo,82.69573943006147,7.180841663045052
5953,Kolten Wong,SEA,Aaron Civale,82.67813805272264,25.89922814755413
739904,Jose Azocar,SD,Jose Urena,82.59448270274261,4.409550835855708
649991,Rafael Ortega,CHC,Brandon Woodruff,82.44128801559496,9.041158020935566
741719,Hanser Alberto,LAD,Madison Bumgarner,82.25432841932842,16.418226486457854
741317,Geraldo Perdomo,ARI,Clayton Kershaw,82.18152677785886,10.065995444757764
584571,Jorge Polanco,MIN,Jordan Lyles,82.16992272381283,16.885591035992032
748462,Cal Raleigh,SEA,Aaron Civale,82.12911467218466,30.137383799673714
748198,Jose Altuve,HOU,Lucas Giolito,81.9771538139585,17.78876904689977
741314,Carson Kelly,ARI,Clayton Kershaw,81.71185000255396,13.23189364515425
741294,Jake McCarthy,ARI,Clayton Kershaw,81.62926159559136,8.10114600294279
733574,Harold Castro,DET,Zach Eflin,81.5517634922752,1.0042635025729474
738801,Alejo Lopez,CIN,Rich Hill,81.52335556533873,10.897475303938906
748694,Austin Hedges,CLE,Logan Gilbert,81.13366432636329,14.448542288911888
480689,Whit Merrifield,KC,Sonny Gray,81.08570222740646,11.005290697284535
740387,Garrett Stubbs,PHI,Nathan Eovaldi,81.01716590847346,11.959627098026804
506474,Jose Herrera,ARI,Clayton Kershaw,80.93889092573225,-4.202702596955775
306670,Lorenzo Cain,MIL,Justin Steele,80.79466490299822,-2.5205144987610297
737919,Nick Allen,OAK,Patrick Sandoval,80.64780702550944,11.352342336870786
737906,Ernie Clement,OAK,Patrick Sandoval,80.59315619236828,15.519378768985467
1188,Trey Mancini,CHC,Brandon Woodruff,80.16210897934491,12.077325450091324
664145,Ernie Clement,CLE,Logan Gilbert,79.07799616181603,9.942457265520146
738434,Bubba Thompson,TEX,Zack Wheeler,78.68779528985507,-8.924082300678046
1956,Austin Hedges,PIT,Nick Lodolo,78.17239445279519,17.526779604076726
728551,TJ Friedl,CIN,Rich Hill,77.49931429608468,13.973422781497316
734365,Tyler Heineman,PIT,Nick Lodolo,76.67803592355422,14.122133244355469
152314,Tyler Heineman,TOR,Jack Flaherty,71.00709543525066,9.371987420151898
